hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,125,2017,June,24,11,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,63,0,0,Canceled,2/6/2017
Resort Hotel,1,141,2017,June,24,11,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,142,0,1,Canceled,3/7/2017
Resort Hotel,1,117,2017,June,24,11,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,63,0,0,Canceled,2/14/2017
Resort Hotel,1,167,2017,June,24,11,2,3,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,101,0,2,Canceled,2/7/2017
Resort Hotel,1,114,2017,June,24,11,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,5,NULL,0,Transient-Party,126.4,0,3,Canceled,6/7/2017
Resort Hotel,1,192,2017,June,24,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,88,0,0,Canceled,12/2/2016
Resort Hotel,1,114,2017,June,24,11,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,117.04,0,1,Canceled,2/18/2017
Resort Hotel,1,140,2017,June,24,11,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,172,0,2,Canceled,3/6/2017
Resort Hotel,1,41,2017,June,24,11,4,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,NULL,0,Transient,157.5,0,0,Canceled,5/3/2017
Resort Hotel,1,6,2017,June,24,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,146,NULL,0,Transient,107.95,0,0,Canceled,6/7/2017
Resort Hotel,1,319,2017,June,24,12,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,74.25,0,0,Canceled,7/29/2016
Resort Hotel,1,13,2017,June,24,12,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,388,0,Transient,75,0,0,Canceled,5/30/2017
Resort Hotel,1,70,2017,June,24,12,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,170,0,0,Canceled,4/3/2017
Resort Hotel,1,237,2017,June,24,12,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,2,Canceled,10/28/2016
Resort Hotel,1,19,2017,June,24,12,1,4,4,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,260,0,0,Canceled,5/31/2017
Resort Hotel,1,120,2017,June,24,12,1,5,2,2,0,HB,DEU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,196,0,0,Canceled,2/12/2017
Resort Hotel,1,230,2017,June,24,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,11,NULL,0,Transient,83.7,0,1,Canceled,2/1/2017
Resort Hotel,1,201,2017,June,24,12,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,11,NULL,0,Transient,80.19,0,0,Canceled,1/31/2017
Resort Hotel,1,52,2017,June,24,12,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,183.43,0,1,Canceled,4/22/2017
Resort Hotel,1,210,2017,June,24,12,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,115.2,0,0,Canceled,11/28/2016
Resort Hotel,1,230,2017,June,24,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,11,NULL,0,Transient,83.7,0,1,Canceled,2/1/2017
Resort Hotel,1,94,2017,June,24,12,3,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,160,0,1,Canceled,6/12/2017
Resort Hotel,1,271,2017,June,24,12,3,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,137.7,0,1,Canceled,3/31/2017
Resort Hotel,1,298,2017,June,24,12,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,107.1,0,0,Canceled,8/18/2016
Resort Hotel,1,230,2017,June,24,12,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315,NULL,0,Contract,93.6,0,0,Canceled,10/25/2016
Resort Hotel,1,216,2017,June,24,12,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315,NULL,0,Contract,93.6,0,0,Canceled,5/22/2017
Resort Hotel,1,162,2017,June,24,13,0,2,3,1,0,BB,FIN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,185,0,1,Canceled,3/28/2017
Resort Hotel,1,12,2017,June,24,13,0,3,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,202,0,1,Canceled,6/2/2017
Resort Hotel,1,133,2017,June,24,13,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/31/2017
Resort Hotel,1,138,2017,June,24,13,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/26/2017
Resort Hotel,1,140,2017,June,24,13,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/24/2017
Resort Hotel,1,140,2017,June,24,13,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/24/2017
Resort Hotel,1,135,2017,June,24,13,2,5,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,0,Canceled,3/6/2017
Resort Hotel,1,130,2017,June,24,13,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1,Canceled,2/9/2017
Resort Hotel,1,113,2017,June,24,13,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120,0,0,Canceled,2/25/2017
Resort Hotel,1,247,2017,June,24,13,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,4/4/2017
Resort Hotel,1,247,2017,June,24,13,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,4/4/2017
Resort Hotel,1,50,2017,June,24,13,2,7,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,134,NULL,0,Transient,162,0,0,Canceled,4/25/2017
Resort Hotel,1,30,2017,June,24,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,167.2,0,2,Canceled,5/22/2017
Resort Hotel,1,135,2017,June,24,14,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,2,Canceled,2/12/2017
Resort Hotel,1,30,2017,June,24,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,167.2,0,2,Canceled,5/22/2017
Resort Hotel,1,175,2017,June,24,14,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1,Canceled,3/8/2017
Resort Hotel,1,141,2017,June,24,14,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,172,0,2,Canceled,2/13/2017
Resort Hotel,1,97,2017,June,24,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,120,0,1,Canceled,5/25/2017
Resort Hotel,1,288,2017,June,24,14,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,9/5/2016
Resort Hotel,1,155,2017,June,24,14,0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,142,0,2,Canceled,5/2/2017
Resort Hotel,1,97,2017,June,24,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,120,0,1,Canceled,5/25/2017
Resort Hotel,1,288,2017,June,24,14,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,9/5/2016
Resort Hotel,1,134,2017,June,24,14,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/31/2017
Resort Hotel,1,134,2017,June,24,14,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,56.7,0,0,Canceled,1/31/2017
Resort Hotel,1,120,2017,June,24,14,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,133.13,0,0,Canceled,5/4/2017
Resort Hotel,1,97,2017,June,24,14,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,NULL,0,Transient,160,0,1,Canceled,5/25/2017
Resort Hotel,1,146,2017,June,24,14,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,0,Canceled,1/20/2017
Resort Hotel,1,86,2017,June,24,14,2,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275,NULL,0,Transient,94,0,0,Canceled,3/20/2017
Resort Hotel,1,150,2017,June,24,14,2,8,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,1,Canceled,6/1/2017
Resort Hotel,1,118,2017,June,24,14,4,9,3,1,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,195,0,1,Canceled,3/1/2017
Resort Hotel,1,218,2017,June,24,14,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,86.7,0,0,Canceled,2/20/2017
Resort Hotel,1,345,2017,June,24,14,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2,NULL,0,Transient,8,0,1,Canceled,9/13/2016
Resort Hotel,1,292,2017,June,24,14,8,19,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,NULL,0,Contract,49.95,0,0,Canceled,6/14/2017
Resort Hotel,1,13,2017,June,24,15,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,420,NULL,0,Transient-Party,95,0,0,Canceled,6/8/2017
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,130,2017,June,24,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,1,Canceled,6/4/2017
Resort Hotel,1,131,2017,June,24,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,0,Canceled,2/12/2017
Resort Hotel,1,103,2017,June,24,15,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,150,0,0,Canceled,6/1/2017
Resort Hotel,1,106,2017,June,24,15,0,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120,0,1,Canceled,3/4/2017
Resort Hotel,1,54,2017,June,24,15,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,192,0,1,Canceled,6/4/2017
Resort Hotel,1,132,2017,June,24,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,1,Canceled,2/8/2017
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,151,2017,June,24,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1,Canceled,2/3/2017
Resort Hotel,1,219,2017,June,24,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,84.6,0,1,Canceled,11/21/2016
Resort Hotel,1,123,2017,June,24,15,1,3,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,180,0,0,Canceled,2/15/2017
Resort Hotel,1,125,2017,June,24,15,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,196,0,2,Canceled,2/10/2017
Resort Hotel,1,223,2017,June,24,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,NULL,0,Contract,81.9,0,0,Canceled,4/10/2017
Resort Hotel,1,206,2017,June,24,15,2,5,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Transient,68.4,0,0,Canceled,3/1/2017
Resort Hotel,1,223,2017,June,24,15,2,7,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,170,0,0,Canceled,11/4/2016
Resort Hotel,1,249,2017,June,24,15,2,7,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,108.9,0,2,Canceled,10/17/2016
Resort Hotel,1,249,2017,June,24,15,2,7,3,1,0,HB,IRL,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient,212,0,4,Canceled,10/17/2016
Resort Hotel,1,223,2017,June,24,15,2,7,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,170,0,0,Canceled,11/4/2016
Resort Hotel,1,295,2017,June,24,15,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,56.7,0,0,Canceled,3/1/2017
Resort Hotel,1,86,2017,June,24,16,0,1,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,NULL,0,Transient,160,0,0,Canceled,4/10/2017
Resort Hotel,1,8,2017,June,24,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,130,0,Transient,75,0,0,Canceled,6/14/2017
Resort Hotel,1,20,2017,June,24,16,0,2,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,238,0,0,Canceled,5/29/2017
Resort Hotel,1,0,2017,June,24,16,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,135,0,0,No-Show,6/16/2017
Resort Hotel,1,253,2017,June,24,16,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,10/8/2016
Resort Hotel,1,269,2017,June,24,16,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240,NULL,0,Transient,107.1,0,2,Canceled,12/9/2016
Resort Hotel,1,158,2017,June,24,16,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,125,0,0,Canceled,1/11/2017
Resort Hotel,1,343,2017,June,24,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,70.2,0,0,Canceled,10/21/2016
Resort Hotel,1,30,2017,June,24,16,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Canceled,5/22/2017
Resort Hotel,1,30,2017,June,24,16,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Canceled,5/22/2017
Resort Hotel,1,30,2017,June,24,16,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Canceled,5/22/2017
Resort Hotel,1,110,2017,June,24,16,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,158,0,0,Canceled,2/27/2017
Resort Hotel,1,33,2017,June,24,16,2,2,2,2,0,HB,AUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,273,0,0,Canceled,5/14/2017
Resort Hotel,1,36,2017,June,24,16,2,2,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,261,0,0,Canceled,5/11/2017
Resort Hotel,1,255,2017,June,24,16,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,107.1,0,1,Canceled,1/15/2017
Resort Hotel,1,254,2017,June,24,16,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,1/15/2017
Resort Hotel,1,60,2017,June,24,16,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,167,0,1,Canceled,4/17/2017
Resort Hotel,1,55,2017,June,24,16,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,167,0,1,Canceled,4/22/2017
Resort Hotel,1,254,2017,June,24,16,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,1/15/2017
Resort Hotel,1,250,2017,June,24,16,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,5/9/2017
Resort Hotel,1,247,2017,June,24,16,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,72.09,0,1,Canceled,2/1/2017
Resort Hotel,1,248,2017,June,24,16,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,0,Canceled,10/12/2016
Resort Hotel,1,55,2017,June,24,16,2,5,1,1,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,248,0,1,Canceled,4/22/2017
Resort Hotel,1,60,2017,June,24,16,2,5,1,1,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,248,0,1,Canceled,4/17/2017
Resort Hotel,1,107,2017,June,24,16,2,6,2,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,NULL,0,Transient,185,0,0,Canceled,3/3/2017
Resort Hotel,1,308,2017,June,24,16,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,8/27/2016
Resort Hotel,1,310,2017,June,24,16,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,0,Canceled,8/11/2016
Resort Hotel,1,308,2017,June,24,16,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1,Canceled,8/27/2016
Resort Hotel,1,310,2017,June,24,16,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,0,Canceled,8/11/2016
Resort Hotel,1,94,2017,June,24,17,0,1,2,0,0,HB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,135.5,0,0,Canceled,5/29/2017
Resort Hotel,1,368,2017,June,24,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,200,0,1,Canceled,8/29/2016
Resort Hotel,1,368,2017,June,24,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,200,0,1,Canceled,8/29/2016
Resort Hotel,1,5,2017,June,24,17,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,348,NULL,0,Transient,158,0,0,Canceled,6/13/2017
Resort Hotel,1,139,2017,June,24,17,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,1,Canceled,6/8/2017
Resort Hotel,1,145,2017,June,24,17,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,NULL,0,Transient,100.8,0,0,Canceled,6/7/2017
Resort Hotel,1,155,2017,June,24,17,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,180,0,0,Canceled,3/4/2017
Resort Hotel,1,250,2017,June,24,17,2,5,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,93.6,0,3,Canceled,5/31/2017
Resort Hotel,1,215,2017,June,24,17,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,2,Canceled,11/19/2016
Resort Hotel,1,250,2017,June,24,17,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,2,Canceled,10/11/2016
Resort Hotel,1,77,2017,June,24,17,2,5,2,2,0,Undefined,USA,Direct,Direct,0,0,0,G,G,1,No Deposit,250,NULL,0,Transient,311,0,2,Canceled,4/4/2017
Resort Hotel,1,141,2017,June,24,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,NULL,0,Transient,104.66,0,0,Canceled,1/31/2017
Resort Hotel,1,112,2017,June,24,17,2,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,158,0,0,Canceled,2/28/2017
Resort Hotel,1,331,2017,June,24,17,2,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient-Party,143,0,0,Canceled,5/3/2017
Resort Hotel,1,307,2017,June,24,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,93.6,0,2,Canceled,2/18/2017
Resort Hotel,1,321,2017,June,24,17,2,6,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,130.5,0,1,Canceled,12/31/2016
Resort Hotel,1,251,2017,June,24,17,3,6,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,108.9,0,1,Canceled,10/18/2016
Resort Hotel,1,277,2017,June,24,17,4,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,98.4,0,0,Canceled,3/6/2017
Resort Hotel,1,250,2017,June,24,17,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,NULL,0,Transient,56.7,0,0,Canceled,12/20/2016
Resort Hotel,1,326,2017,June,24,17,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,NULL,0,Transient,86.7,0,0,Canceled,7/26/2016
Resort Hotel,1,326,2017,June,24,17,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,NULL,0,Transient,86.7,0,0,Canceled,7/26/2016
Resort Hotel,1,28,2017,June,25,18,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,102.6,0,1,Canceled,5/21/2017
Resort Hotel,1,11,2017,June,25,18,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,155,0,1,Canceled,6/7/2017
Resort Hotel,1,28,2017,June,25,18,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,136,0,1,Canceled,5/21/2017
